group,stage1_label,caf_label,stage1_product_only,stage1_tokens
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetHits_largeant_LArG4DetectorServicevolAuxDetSensitiveCERNtop_G4./sim::AuxDetHits_largeant,"AuxDetHits, LArG4DetectorServicevolAuxDetSensitiveCERNtop, largeant, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetHits_largeant_LArG4DetectorServicevolAuxDetSensitiveDC_G4./sim::AuxDetHits_largeant,"AuxDetHits, LArG4DetectorServicevolAuxDetSensitiveDC, largeant, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetHits_largeant_LArG4DetectorServicevolAuxDetSensitiveMINOS_G4./sim::AuxDetHits_largeant,"AuxDetHits, LArG4DetectorServicevolAuxDetSensitiveMINOS, largeant, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetHits_largeant_LArG4DetectorServicevolAuxDetSensitiveMINOScut256_G4./sim::AuxDetHits_largeant,"AuxDetHits, LArG4DetectorServicevolAuxDetSensitiveMINOScut256, largeant, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetHits_largeant_LArG4DetectorServicevolAuxDetSensitiveMINOScut309_G4./sim::AuxDetHits_largeant,"AuxDetHits, LArG4DetectorServicevolAuxDetSensitiveMINOScut309, largeant, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetHits_largeant_LArG4DetectorServicevolAuxDetSensitiveMINOScut325_G4./sim::AuxDetHits_largeant,"AuxDetHits, LArG4DetectorServicevolAuxDetSensitiveMINOScut325, largeant, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetHits_largeant_LArG4DetectorServicevolAuxDetSensitiveMINOScut400_G4./sim::AuxDetHits_largeant,"AuxDetHits, LArG4DetectorServicevolAuxDetSensitiveMINOScut400, largeant, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetHits_largeant_LArG4DetectorServicevolAuxDetSensitiveMINOScut485_G4./sim::AuxDetHits_largeant,"AuxDetHits, LArG4DetectorServicevolAuxDetSensitiveMINOScut485, largeant, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetHits_largeant_LArG4DetectorServicevolAuxDetSensitiveMINOScut497_G4./sim::AuxDetHits_largeant,"AuxDetHits, LArG4DetectorServicevolAuxDetSensitiveMINOScut497, largeant, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetHits_largeant_LArG4DetectorServicevolAuxDetSensitiveMINOScut508_G4./sim::AuxDetHits_largeant,"AuxDetHits, LArG4DetectorServicevolAuxDetSensitiveMINOScut508, largeant, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetIDEs,"AuxDetIDEs, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::AuxDetSimChannels,"AuxDetSimChannels, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::BeamGateInfos,"BeamGateInfos, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::ParticleAncestryMap,"ParticleAncestryMap, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::SimEnergyDepositLites,"SimEnergyDepositLites, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::SimEnergyDeposits,"SimEnergyDeposits, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,sim::SimPhotonss,"SimPhotonss, sim"
v10,v10_06_00_01p01,v10_06_00_01p01,simb::GTruths,"GTruths, simb"
v10,v10_06_00_01p01,v10_06_00_01p01,simb::GTruthsimb::MCTruthvoidart::Assns,"Assns, GTruthsimb, MCTruthvoidart, simb"
v10,v10_06_00_01p01,v10_06_00_01p01,simb::MCFluxs,"MCFluxs, simb"
v10,v10_06_00_01p01,v10_06_00_01p01,simb::MCFluxsimb::MCTruthvoidart::Assns,"Assns, MCFluxsimb, MCTruthvoidart, simb"
v10,v10_06_00_01p01,v10_06_00_01p01,simb::MCParticles,"MCParticles, simb"
v10,v10_06_00_01p01,v10_06_00_01p01,simb::MCParticles_largeant,"MCParticles, largeant, simb"
v10,v10_06_00_01p01,v10_06_00_01p01,simb::MCParticles_largeant_droppedMCParticles_G4./simb::MCParticles_largeant,"MCParticles, droppedMCParticles, largeant, simb"
v10,v10_06_00_01p01,v10_06_00_01p01,simb::MCParticlesimb::MCTruthsim::GeneratedParticleInfoart::Assns,"Assns, GeneratedParticleInfoart, MCParticlesimb, MCTruthsim, simb"
v10,v10_06_00_01p01,v10_06_00_01p01,simb::MCTruths,"MCTruths, simb"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoE,"1anab, Assns, FeatureVectorrecob, Hitvoidart, NGMultiSliceCryoE"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoE_filter_MCstage1./1anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoE,"1anab, Assns, FeatureVectorrecob, Hitvoidart, MCstage1, NGMultiSliceCryoE, filter"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoW,"1anab, Assns, FeatureVectorrecob, Hitvoidart, NGMultiSliceCryoW"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoW_filter_MCstage1./1anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoW,"1anab, Assns, FeatureVectorrecob, Hitvoidart, MCstage1, NGMultiSliceCryoW, filter"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoE,"1anab, Assns, FeatureVectorrecob, Hitvoidart, ngfilteredhitsCryoE"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoE_filter_MCstage1./1anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoE,"1anab, Assns, FeatureVectorrecob, Hitvoidart, MCstage1, filter, ngfilteredhitsCryoE"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoW,"1anab, Assns, FeatureVectorrecob, Hitvoidart, ngfilteredhitsCryoW"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoW_filter_MCstage1./1anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoW,"1anab, Assns, FeatureVectorrecob, Hitvoidart, MCstage1, filter, ngfilteredhitsCryoW"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectors,"1anab, FeatureVectors"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectors_NGMultiSliceCryoE,"1anab, FeatureVectors, NGMultiSliceCryoE"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectors_NGMultiSliceCryoE_filter_MCstage1./1anab::FeatureVectors_NGMultiSliceCryoE,"1anab, FeatureVectors, MCstage1, NGMultiSliceCryoE, filter"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectors_NGMultiSliceCryoW,"1anab, FeatureVectors, NGMultiSliceCryoW"
v10,v10_06_00_01p01,v10_06_00_04p04,1anab::FeatureVectors_NGMultiSliceCryoW_filter_MCstage1./1anab::FeatureVectors_NGMultiSliceCryoW,"1anab, FeatureVectors, MCstage1, NGMultiSliceCryoW, filter"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoE,"5anab, Assns, FeatureVectorrecob, Hitvoidart, NGMultiSliceCryoE"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoE_semantic_MCstage1./5anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoE,"5anab, Assns, FeatureVectorrecob, Hitvoidart, MCstage1, NGMultiSliceCryoE, semantic"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoW,"5anab, Assns, FeatureVectorrecob, Hitvoidart, NGMultiSliceCryoW"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoW_semantic_MCstage1./5anab::FeatureVectorrecob::Hitvoidart::Assns_NGMultiSliceCryoW,"5anab, Assns, FeatureVectorrecob, Hitvoidart, MCstage1, NGMultiSliceCryoW, semantic"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoE,"5anab, Assns, FeatureVectorrecob, Hitvoidart, ngfilteredhitsCryoE"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoE_semantic_MCstage1./5anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoE,"5anab, Assns, FeatureVectorrecob, Hitvoidart, MCstage1, ngfilteredhitsCryoE, semantic"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoW,"5anab, Assns, FeatureVectorrecob, Hitvoidart, ngfilteredhitsCryoW"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoW_semantic_MCstage1./5anab::FeatureVectorrecob::Hitvoidart::Assns_ngfilteredhitsCryoW,"5anab, Assns, FeatureVectorrecob, Hitvoidart, MCstage1, ngfilteredhitsCryoW, semantic"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectors,"5anab, FeatureVectors"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectors_NGMultiSliceCryoE,"5anab, FeatureVectors, NGMultiSliceCryoE"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectors_NGMultiSliceCryoE_semantic_MCstage1./5anab::FeatureVectors_NGMultiSliceCryoE,"5anab, FeatureVectors, MCstage1, NGMultiSliceCryoE, semantic"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectors_NGMultiSliceCryoW,"5anab, FeatureVectors, NGMultiSliceCryoW"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::FeatureVectors_NGMultiSliceCryoW_semantic_MCstage1./5anab::FeatureVectors_NGMultiSliceCryoW,"5anab, FeatureVectors, MCstage1, NGMultiSliceCryoW, semantic"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::MVADescription_NGMultiSliceCryoE,"5anab, MVADescription, NGMultiSliceCryoE"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::MVADescription_NGMultiSliceCryoE_semantic_MCstage1./5anab::MVADescription_NGMultiSliceCryoE,"5anab, MCstage1, MVADescription, NGMultiSliceCryoE, semantic"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::MVADescription_NGMultiSliceCryoW,"5anab, MVADescription, NGMultiSliceCryoW"
v10,v10_06_00_01p01,v10_06_00_04p04,5anab::MVADescription_NGMultiSliceCryoW_semantic_MCstage1./5anab::MVADescription_NGMultiSliceCryoW,"5anab, MCstage1, MVADescription, NGMultiSliceCryoW, semantic"
v10,v10_06_00_01p01,v10_06_00_04p04,EventAuxiliary,EventAuxiliary
v10,v10_06_00_01p01,v10_06_00_04p04,anab::T0recob::PFParticlevoidart::Assns,"Assns, PFParticlevoidart, T0recob, anab"
v10,v10_06_00_01p01,v10_06_00_04p04,anab::T0recob::Trackvoidart::Assns,"Assns, T0recob, Trackvoidart, anab"
v10,v10_06_00_01p01,v10_06_00_04p04,anab::T0s,"T0s, anab"
v10,v10_06_00_01p01,v10_06_00_04p04,art::RNGsnapshots,"RNGsnapshots, art"
v10,v10_06_00_01p01,v10_06_00_04p04,art::TriggerResults,"TriggerResults, art"
v10,v10_06_00_01p01,v10_06_00_04p04,artg4tk::PhotonHits_largeant,"PhotonHits, artg4tk, largeant"
v10,v10_06_00_01p01,v10_06_00_04p04,artg4tk::PhotonHits_largeant_LArG4DetectorServicevolOpDetSensitive_G4./artg4tk::PhotonHits_largeant,"LArG4DetectorServicevolOpDetSensitive, PhotonHits, artg4tk, largeant"
v10,v10_06_00_01p01,v10_06_00_04p04,bsim::Dk2Nus,"Dk2Nus, bsim"
v10,v10_06_00_01p01,v10_06_00_04p04,bsim::Dk2Nusimb::MCTruthvoidart::Assns,"Assns, Dk2Nusimb, MCTruthvoidart, bsim"
v10,v10_06_00_01p01,v10_06_00_04p04,bsim::NuChoices,"NuChoices, bsim"
v10,v10_06_00_01p01,v10_06_00_04p04,bsim::NuChoicesimb::MCTruthvoidart::Assns,"Assns, MCTruthvoidart, NuChoicesimb, bsim"
v10,v10_06_00_01p01,v10_06_00_04p04,icarus::WaveformBaselineraw::OpDetWaveformvoidart::Assns,"Assns, OpDetWaveformvoidart, WaveformBaselineraw, icarus"
v10,v10_06_00_01p01,v10_06_00_04p04,icarus::WaveformBaselines,"WaveformBaselines, icarus"
v10,v10_06_00_01p01,v10_06_00_04p04,icarus::WaveformRMSraw::OpDetWaveformvoidart::Assns,"Assns, OpDetWaveformvoidart, WaveformRMSraw, icarus"
v10,v10_06_00_01p01,v10_06_00_04p04,icarus::WaveformRMSs,"WaveformRMSs, icarus"
v10,v10_06_00_01p01,v10_06_00_04p04,larpandoraobj::PFParticleMetadatarecob::PFParticlevoidart::Assns,"Assns, PFParticleMetadatarecob, PFParticlevoidart, larpandoraobj"
v10,v10_06_00_01p01,v10_06_00_04p04,larpandoraobj::PFParticleMetadatas,"PFParticleMetadatas, larpandoraobj"
v10,v10_06_00_01p01,v10_06_00_04p04,raw::OpDetWaveforms,"OpDetWaveforms, raw"
v10,v10_06_00_01p01,v10_06_00_04p04,raw::OpDetWaveformsbn::OpDetWaveformMetavoidart::Assns,"Assns, OpDetWaveformMetavoidart, OpDetWaveformsbn, raw"
v10,v10_06_00_01p01,v10_06_00_04p04,raw::RawDigitrecob::Hitvoidart::Assns,"Assns, Hitvoidart, RawDigitrecob, raw"
v10,v10_06_00_01p01,v10_06_00_04p04,raw::Triggers,"Triggers, raw"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIrecob::Hitvoidart::Assns,"Assns, ChannelROIrecob, Hitvoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_roifinder1d,"ChannelROIs, recob, roifinder1d"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_roifinder1d_PHYSCRATEDATATPCEE_MCstage0./recob::ChannelROIs_roifinder1d,"ChannelROIs, MCstage0, PHYSCRATEDATATPCEE, recob, roifinder1d"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_roifinder1d_PHYSCRATEDATATPCEW_MCstage0./recob::ChannelROIs_roifinder1d,"ChannelROIs, MCstage0, PHYSCRATEDATATPCEW, recob, roifinder1d"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_roifinder1d_PHYSCRATEDATATPCWE_MCstage0./recob::ChannelROIs_roifinder1d,"ChannelROIs, MCstage0, PHYSCRATEDATATPCWE, recob, roifinder1d"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_roifinder1d_PHYSCRATEDATATPCWW_MCstage0./recob::ChannelROIs_roifinder1d,"ChannelROIs, MCstage0, PHYSCRATEDATATPCWW, recob, roifinder1d"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_simChannelROI,"ChannelROIs, recob, simChannelROI"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_simChannelROI_All_MCstage0./recob::ChannelROIs_simChannelROI,"All, ChannelROIs, MCstage0, recob, simChannelROI"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_wire2channelroi,"ChannelROIs, recob, wire2channelroi"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_wire2channelroi_PHYSCRATEDATATPCEE_MCstage0./recob::ChannelROIs_wire2channelroi,"ChannelROIs, MCstage0, PHYSCRATEDATATPCEE, recob, wire2channelroi"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_wire2channelroi_PHYSCRATEDATATPCEW_MCstage0./recob::ChannelROIs_wire2channelroi,"ChannelROIs, MCstage0, PHYSCRATEDATATPCEW, recob, wire2channelroi"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_wire2channelroi_PHYSCRATEDATATPCWE_MCstage0./recob::ChannelROIs_wire2channelroi,"ChannelROIs, MCstage0, PHYSCRATEDATATPCWE, recob, wire2channelroi"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::ChannelROIs_wire2channelroi_PHYSCRATEDATATPCWW_MCstage0./recob::ChannelROIs_wire2channelroi,"ChannelROIs, MCstage0, PHYSCRATEDATATPCWW, recob, wire2channelroi"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Clusterrecob::Hitvoidart::Assns,"Assns, Clusterrecob, Hitvoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Clusterrecob::PFParticlevoidart::Assns,"Assns, Clusterrecob, PFParticlevoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Clusterrecob::Showervoidart::Assns,"Assns, Clusterrecob, Showervoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Clusters,"Clusters, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edgerecob::PFParticlevoidart::Assns,"Assns, Edgerecob, PFParticlevoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edgerecob::PFParticlevoidart::Assns_cluster3DCryoE,"Assns, Edgerecob, PFParticlevoidart, cluster3DCryoE, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edgerecob::PFParticlevoidart::Assns_cluster3DCryoE_Path_MCstage1./recob::Edgerecob::PFParticlevoidart::Assns_cluster3DCryoE,"Assns, Edgerecob, MCstage1, PFParticlevoidart, Path, cluster3DCryoE, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edgerecob::PFParticlevoidart::Assns_cluster3DCryoW,"Assns, Edgerecob, PFParticlevoidart, cluster3DCryoW, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edgerecob::PFParticlevoidart::Assns_cluster3DCryoW_Path_MCstage1./recob::Edgerecob::PFParticlevoidart::Assns_cluster3DCryoW,"Assns, Edgerecob, MCstage1, PFParticlevoidart, Path, cluster3DCryoW, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edgerecob::SpacePointvoidart::Assns,"Assns, Edgerecob, SpacePointvoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edgerecob::SpacePointvoidart::Assns_cluster3DCryoE,"Assns, Edgerecob, SpacePointvoidart, cluster3DCryoE, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edgerecob::SpacePointvoidart::Assns_cluster3DCryoE_Path_MCstage1./recob::Edgerecob::SpacePointvoidart::Assns_cluster3DCryoE,"Assns, Edgerecob, MCstage1, Path, SpacePointvoidart, cluster3DCryoE, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edgerecob::SpacePointvoidart::Assns_cluster3DCryoW,"Assns, Edgerecob, SpacePointvoidart, cluster3DCryoW, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edgerecob::SpacePointvoidart::Assns_cluster3DCryoW_Path_MCstage1./recob::Edgerecob::SpacePointvoidart::Assns_cluster3DCryoW,"Assns, Edgerecob, MCstage1, Path, SpacePointvoidart, cluster3DCryoW, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edges,"Edges, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edges_cluster3DCryoE,"Edges, cluster3DCryoE, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edges_cluster3DCryoE_Path_MCstage1./recob::Edges_cluster3DCryoE,"Edges, MCstage1, Path, cluster3DCryoE, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edges_cluster3DCryoE_Vertex_MCstage1./recob::Edges_cluster3DCryoE,"Edges, MCstage1, Vertex, cluster3DCryoE, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edges_cluster3DCryoW,"Edges, cluster3DCryoW, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edges_cluster3DCryoW_Path_MCstage1./recob::Edges_cluster3DCryoW,"Edges, MCstage1, Path, cluster3DCryoW, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Edges_cluster3DCryoW_Vertex_MCstage1./recob::Edges_cluster3DCryoW,"Edges, MCstage1, Vertex, cluster3DCryoW, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitrecob::Seedvoidart::Assns,"Assns, Hitrecob, Seedvoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitrecob::Showervoidart::Assns,"Assns, Hitrecob, Showervoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitrecob::Slicevoidart::Assns,"Assns, Hitrecob, Slicevoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitrecob::SpacePointvoidart::Assns,"Assns, Hitrecob, SpacePointvoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitrecob::SpacePointvoidart::Assns_cluster3DCryoE,"Assns, Hitrecob, SpacePointvoidart, cluster3DCryoE, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitrecob::SpacePointvoidart::Assns_cluster3DCryoE_Path_MCstage1./recob::Hitrecob::SpacePointvoidart::Assns_cluster3DCryoE,"Assns, Hitrecob, MCstage1, Path, SpacePointvoidart, cluster3DCryoE, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitrecob::SpacePointvoidart::Assns_cluster3DCryoW,"Assns, Hitrecob, SpacePointvoidart, cluster3DCryoW, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitrecob::SpacePointvoidart::Assns_cluster3DCryoW_Path_MCstage1./recob::Hitrecob::SpacePointvoidart::Assns_cluster3DCryoW,"Assns, Hitrecob, MCstage1, Path, SpacePointvoidart, cluster3DCryoW, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitrecob::Trackrecob::TrackHitMetaart::Assns,"Assns, Hitrecob, TrackHitMetaart, Trackrecob, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitrecob::Trackvoidart::Assns,"Assns, Hitrecob, Trackvoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitrecob::Wirevoidart::Assns,"Assns, Hitrecob, Wirevoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hits,"Hits, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::Hitsimb::MCParticleanab::BackTrackerHitMatchingDataart::Assns,"Assns, BackTrackerHitMatchingDataart, Hitsimb, MCParticleanab, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::OpFlashrecob::OpHitvoidart::Assns,"Assns, OpFlashrecob, OpHitvoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::OpFlashs,"OpFlashs, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::OpFlashsbn::TPCPMTBarycenterMatchvoidart::Assns,"Assns, OpFlashsbn, TPCPMTBarycenterMatchvoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::OpHits,"OpHits, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::PCAxisrecob::PFParticlevoidart::Assns,"Assns, PCAxisrecob, PFParticlevoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::PCAxisrecob::Showervoidart::Assns,"Assns, PCAxisrecob, Showervoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::PCAxiss,"PCAxiss, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::PFParticlerecob::Seedvoidart::Assns,"Assns, PFParticlerecob, Seedvoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::PFParticlerecob::Showervoidart::Assns,"Assns, PFParticlerecob, Showervoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::PFParticlerecob::Slicevoidart::Assns,"Assns, PFParticlerecob, Slicevoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::PFParticlerecob::SpacePointvoidart::Assns,"Assns, PFParticlerecob, SpacePointvoidart, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::PFParticlerecob::SpacePointvoidart::Assns_cluster3DCryoE,"Assns, PFParticlerecob, SpacePointvoidart, cluster3DCryoE, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::PFParticlerecob::SpacePointvoidart::Assns_cluster3DCryoE_Path_MCstage1./recob::PFParticlerecob::SpacePointvoidart::Assns_cluster3DCryoE,"Assns, MCstage1, PFParticlerecob, Path, SpacePointvoidart, cluster3DCryoE, recob"
v10,v10_06_00_01p01,v10_06_00_04p04,recob::PFParticlerecob::SpacePointvoidart::Assns_cluster3DCryoW,"Assns, PFParticlerecob, SpacePointvoidart, cluster3DCryoW, recob"
